tokens,ner_tags
"['Semua', 'yang', 'dicari', 'ini', 'ada', 'di', 'Indonesia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
"['Saya', 'tahu', 'hal', 'ini', 'juga', 'beredar', 'di', 'sejumlah', 'kalangan', ',', '""', 'kata', 'Presiden', 'Yudhoyono', 'dalam', 'akun', 'twitter', 'pribadinya', '@', 'SBYudhoyono', 'yang', 'dipantau', 'Antara', 'di', 'Manokwari', ',', 'Papua', 'Barat', ',', 'Jumat', 'pagi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'O']"
"['Pemerintah', 'Presiden', 'terpilih', 'Joko', 'Widodo', '-', 'Jusuf', 'Kalla', '(', 'Jokowi', '-', 'JK', ')', 'menargetkan', 'pertumbuhan', 'ekonomi', 'nasional', 'sebesar', 'tujuh', 'persen', 'sejak', '2014', 'hingga', '2019', '.']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Ikan', 'purba', 'Indonesia', 'yang', 'berusia', '35', 'juta', 'tahun', 'dan', 'dikenal', 'dengan', 'nama', 'sebutan', 'Raja', 'Laut', 'atau', 'Coelacanth', ',', 'dipamerkan', 'kepada', 'publik', 'Jepang', 'di', 'Aquamarine', 'Fukushima', '.']","['O', 'O', 'B-LOCATION', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
"['Masa', 'jabatan', 'Menteri', 'Hukum', 'dan', 'HAM', ',', 'Amir', 'Syamsuddin', 'akan', 'segera', 'berakhir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']"
"['Pada', 'saat', 'rapat', 'pleno', 'DPP', 'Partai', 'Golkar', 'di', 'kantor', 'DPP', 'Partai', 'Golkar', 'Jakarta', ',', 'Selasa', 'lalu', ',', 'dua', 'kelompok', 'yang', 'mengklaim', 'sebagai', 'Angkatan', 'Muda', 'Partai', 'Golkar', 'bentrok', 'di', 'lapangan', 'parkir', 'DPP', 'Golkar', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O']"
"['Di', 'pihak', 'Israel', ',', 'korban', 'tewas', 'akibat', 'roket', 'Hamas', 'mencapai', '68', 'orang', ',', 'termasuk', '1', 'anak', '-', 'anak', 'dan', '3', 'warga', 'sipil', '.']","['O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O']"
"['Data', 'tersebut', 'akan', 'digunakan', 'untuk', 'menghasilkan', 'peta', 'cahaya', 'kota', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kesan', 'menjijikan', 'dan', 'simbol', 'kemiskinan', 'harus', 'diubah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Terlepas', 'dari', 'semua', 'kehebohan', 'atas', 'program', 'perdagangan', ',', 'program', 'perdagangan', 'memainkan', 'peranan', 'penting', 'dalam', 'gerakan', 'kemarin', '/', 'yesterday', ""'"", 's', 'rally', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Baik', 'Khajimba', 'maupun', 'Bzhania', 'adalah', 'lulusan', 'sekolah', 'KGB', 'di', 'Uni', 'Soviet', '.']","['O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
"['""', 'Mengusung', 'calon', 'kita', ',', 'sampai', 'saat', 'ini', 'masih', 'ketum', 'sebagai', 'capres', '2014', ',', '""', 'pungkasnya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Berdasarkan', 'hal', 'itu', 'pulalah', ',', 'mayoritas', 'kader', 'berlambang', '""', 'segitiga', 'mercy', '""', 'tersebut', 'menginginkan', 'agar', 'SBY', 'mencalonkan', 'kembali', 'menjadi', 'ketua', 'umum', 'pada', '2015', 'mendatang', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Tujuan', 'rapat', 'koordinasi', 'ini', 'tentu', 'ingin', 'terus', 'menghidupkan', 'semangat', 'dan', 'komitemen', 'yang', 'tinggi', ',', 'utamanya', 'dalam', 'penegakan', 'hukum', 'pemberantasan', 'korupsi', ',', '""', 'kata', 'Presiden', 'saat', 'memberikan', 'sambutan', 'sebelum', 'rapat', 'di', 'Kantor', 'Presiden', ',', 'Senin', '(', '13/07', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Sementara', 'itu', ',', 'Sekretaris', 'Fraksi', 'Partai', 'Demokrat', ',', 'Didik', 'Mukriyanto', 'menyatakan', ',', 'sangat', 'wajar', 'kalau', 'DPR', 'RI', 'mengajukan', 'hak', 'interpelasi', '(', 'bertanya', ')', 'kepada', 'Menteri', 'Hukum', 'dan', 'HAM', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pengamat', 'politik', 'dari', 'Universitas', 'Negeri', 'Jakarta', '(', 'UNJ', ')', 'Ubedillah', 'Badrun', 'menilai', ',', 'Menteri', 'Hukum', 'dan', 'HAM', 'keliru', 'dan', 'ikut', 'campur', 'terlalu', 'jauh', 'dalam', 'konflik', 'PPP', '.']","['O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
"['Beberapa', 'insiden', 'sebelumnya', 'terjadi', 'dari', 'tembakan', 'nyasar', 'dari', 'perang', 'antara', 'pasukan', 'pemerintah', 'Suriah', 'dengan', 'pasukan', 'oposisi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Untuk', 'memukul', 'mundur', 'massa', ',', 'aparat', 'menyemprotkan', 'gas', 'air', 'mata', 'dan', 'meriam', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Masa', 'kerja', 'saya', 'akan', 'berakhir', '20', 'Oktober', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'O']"
"['Badan', 'Kesehatan', 'Dunia', '(', 'WHO', ')', ',', 'Sabtu', '(', '9/8', ')', ',', 'uji', 'coba', 'vaksin', 'ebola', 'akan', 'dilakukan', 'dalam', 'waktu', 'dekat', 'dan', 'diharapkan', 'vaksin', 'ebola', 'ini', 'sudah', 'bisa', 'digunakan', 'secara', 'luas', 'pada', 'awal', 'tahun', 'depan', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sudan', 'dan', 'kelompok', '-', 'kelompok', 'pemberontak', 'menyetujui', 'gencatan', 'senjata', '60', 'hari', 'di', 'Darfur', 'berdasarkan', 'atas', 'sebuah', 'perjanjian', 'perdamaian', 'yang', 'dicapai', 'di', 'Nigeria', 'pada', 'Mei', 'lalu', ',', 'kata', 'seorang', 'politikus', 'senior', 'AS', ',', 'Rabu', '.']","['B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-TIME', 'O']"
"['Sementara', 'sebanyak', '2,86', 'persen', 'responden', 'menjawab', 'tidak', 'tahu', '.']","['O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O']"
"['Namun', ',', 'NASA', 'mengatakan', 'beberapa', 'orang', 'lagi', 'dibutuhkan', 'untuk', 'memeriksa', 'ulang', 'gambar', 'untuk', 'memastikan', 'akurasinya', '.']","['O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Satu', 'letusan', 'kecil', 'terjadi', 'di', 'gletser', 'Dyungjujokull', 'Islandia', ',', 'mendorong', 'pihak', 'berwenang', 'meningkatkan', 'kode', 'peringatan', 'penerbangan', 'menjadi', 'merah', ',', 'tingkat', 'tertinggi', ',', 'demikian', 'dikatakan', 'Kantor', 'Meteorologi', 'Islandia', ',', 'Minggu', '(', '24/8', ')', '.']","['B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Untuk', 'itu', ',', 'kemudian', 'dilakukan', 'beberapa', 'alternatif', 'usulan', 'untuk', 'kemudian', 'dibawa', 'ke', 'Paripurna', 'DPR', 'yang', 'kemudian', 'diputuskan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O']"
"['Kedatangan', 'PPP', 'hanya', 'sebatas', 'mengundang', 'SBY', 'untuk', 'hadir', 'membuka', 'Muktamar', 'PPP', 'awal', 'Juli', 'nanti', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sejumlah', 'dari', 'mereka', 'yang', 'dieksekusi', 'itu', 'dituduh', 'melakukan', 'serangan', 'di', 'prefektur', 'Aksu', ',', 'Xinjiang', ',', 'kota', '-', 'kota', 'Kash', '�', '�', 'gar', 'dan', 'Hotan', ',', 'tambah', 'kantor', 'berita', 'itu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Partai', 'Golkar', 'menerima', 'kekalahan', 'pasangan', 'Irianto', 'MS', 'Syaifuddin', '-', 'Tatang', 'Farhanul', 'Hakim', '(', 'Irianto', '-', 'Tatang', ')', 'dalam', 'Pemilu', 'Gubernur', 'dan', 'Wakil', 'Gubernur', 'Jawa', 'Barat', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
"['Ketua', 'Komisi', 'III', 'DPR', 'RI', 'Benny', 'Kabur', 'Harman', 'menyatakan', 'dua', 'pimpinan', 'Komisi', 'Pemberantasan', 'Korupsi', '(', 'KPK', ')', 'Bibit', 'S', 'Rianto', 'dan', 'Chandra', 'M', 'Hamzah', 'bisa', 'menempuh', 'upaya', 'hukum', 'selanjutnya', 'setelah', 'Anggodo', 'Widjojo', 'memenangkan', 'gugatan', 'pra', '-', 'peradilan', 'terhadap', 'Surat', 'Keterangan', 'Penghentian', 'Penuntutan', '(', 'SKPP', ')', 'di', 'PN', 'Jakarta', 'Selatan', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O']"
"['""', 'Kalau', 'naiknya', 'sekitar', 'Rp', '2.000', 'per', 'liter', 'seperti', 'tahun', 'lalu', ',', 'sudah', 'ada', 'buktinya', 'kalau', 'dampaknya', 'kecil', ',', 'aman', '-', 'aman', 'saja', ',', 'tidak', 'ada', 'gejolak', 'yang', 'berlebihan', ',', '""', 'katanya', '.']","['O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Artis', '-', 'artis', 'yang', 'baru', 'masuk', 'panggung', 'politik', ',', 'mestinya', 'dia', 'bisa', 'jadi', 'selebritis', 'politik', '.', 'Tapi', 'yang', 'terjadi', 'malah', 'sebaliknya', '.', 'Di', 'DPR', 'dan', 'rapat', '-', 'rapat', 'komisi', 'dan', 'fraksi', ',', 'mereka', 'kebanyakan', 'diam', 'saja', ',', '""', 'kata', 'Lely', 'di', 'Warung', 'Daun', ',', 'Cikini', ',', 'Jakarta', 'Pusat', ',', 'Sabtu', '(', '4/5/2013', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['""', 'DPR', 'tidak', 'perlu', 'marah', 'dengan', 'apa', 'yang', 'dilakukan', 'Pak', 'Pong', '.', 'Lebih', 'baik', 'dipandang', 'dari', 'sudut', 'yang', 'positif', ',', '""', 'kata', 'Anas', 'dalam', 'pesan', 'singkatnya', 'kepada', 'Kompas.com', ',', 'malam', 'ini', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['EU', 'mengharapkan', 'kunjungan', 'Solana', 'ini', 'akan', 'membantu', 'menyelesaikan', 'krisis', 'di', 'Lebanon', ',', 'yang', 'secara', 'jelas', 'terpilah', 'antara', 'kelompok', 'pro', 'dan', 'anti', '-', 'Suriah', 'sejak', 'terbunuhnya', 'Hariri', 'yang', 'memaksa', 'Suriah', 'mengakhiri', 'dominasi', 'militernya', 'di', 'negara', 'itu', '.']","['B-ORGANIZATION', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hampir', 'seluruh', 'pimpinan', 'Komisi', 'III', 'hadir', ',', 'mulai', 'Ketua', 'Aziz', 'Syamsuddin', ',', 'Wakil', 'Ketua', 'Benny', 'K', 'Harman', ',', 'Junimart', 'Girsang', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"['Tjahjo', 'menyebut', ',', 'hal', 'terbaik', 'yang', 'bisa', 'menjadi', 'jalan', 'tengah', 'atas', 'masalah', 'keistimewaan', 'Yogyakarta', 'adalah', 'mengajak', 'Sultan', 'Hamengku', 'Buwono', 'X', 'bersama', 'pemerintahan', 'daerah', 'Yogyakarta', 'berdiskusi', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O']"
"['Dengan', 'mundurnya', 'Hidayat', 'dan', 'Airlangga', ',', 'Aburizal', 'berpotensi', 'menjadi', 'calon', 'tunggal', 'ketua', 'umum', 'yang', 'akan', 'dipilih', 'dalam', 'Munas', 'IX', '.']","['O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kecilnya', 'realisasi', 'produksi', 'karena', 'briket', 'tidak', 'kompetitif', 'bila', 'dibandingkan', 'dengan', 'minyak', 'tanah', 'yang', 'masih', 'disubsidi', ',', 'katanya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pasalnya', ',', 'bibit', 'harus', 'diuji', 'di', 'laboratorium', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Begitu', 'juga', 'dengan', 'undang', '-', 'undang', 'perdagangan', 'yang', 'dinilai', 'tak', 'memperkuat', 'kedaulatan', 'Indonesia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Tidak', 'hanya', 'dari', 'partai', 'yang', 'profesional', ',', 'mereka', '(', 'calon', 'menteri', ')', 'yang', 'berasal', 'dari', 'independen', 'pun', 'harus', 'profesional', ',', '""', 'ujarnya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Percampuaran', 'dari', 'kedua', 'bahan', 'ini', 'menghasilkan', 'salep', 'yang', 'mereka', 'namakan', 'salep', 'Platelet', 'Rich', 'Plasma', '(', 'PRP', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tentara', 'Jepang', 'memburu', 'mereka', '.']","['O', 'B-LOCATION', 'O', 'O', 'O']"
"['Di', 'mana', ',', 'Abraham', 'Samad', 'sudah', 'membantah', 'pernyataan', 'ini', '.']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O']"
"['Pimpinan', 'DPR', 'bahkan', 'telah', 'membahas', 'temuan', 'itu', '.']","['O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sinyal', 'perombakan', 'kabinet', 'otomatis', 'menyala', 'bila', 'Presiden', 'SBY', 'telah', 'melakukan', 'pertemuan', 'empat', 'mata', 'dengan', 'ketua', 'umum', 'partai', 'koalisi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tahun', 'ini', 'saja', 'dibutuhkan', 'anggaran', 'subsidi', 'BBM', 'sekitar', 'Rp', '246,5', 'triliun', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O']"
"['Juru', 'Bicara', 'Partai', 'Demokrat', 'Rachlan', 'Nasidik', 'mengatakan', 'Partai', 'Demokrat', 'memilih', 'sikap', 'independen', 'dan', 'menjadi', 'kekuatan', 'penyeimbang', 'bagi', 'pemerintahan', 'mendatang', '.']","['O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'B-PERSON', 'I-PERSON', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Obligasi', '30', 'tahun', 'tolok', 'ukur', 'Departemen', 'Keuangan', 'naik', 'kurang', 'dari', 'seperempat', 'poin', ',', 'atau', 'kurang', 'dari', '$', '2.50', 'untuk', 'setiap', '$', '1,000', 'dari', 'jumlah', '/', 'nilai', 'pertama', '(', 'face', 'amount', ')', '.']","['O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Harga', 'obligasi', 'jangka', 'panjang', 'naik', 'terlepas', 'dari', 'keraguan', 'mengenai', 'apa', 'laporan', 'ekonomi', 'penting', 'yang', 'akan', 'ditunjukkan', 'hari', 'ini', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Adapun', 'permintaan', 'Ketua', 'DPR', 'itu', 'muncul', 'setelah', 'Wa', 'Ode', 'membeberkan', 'dugaan', 'mafia', 'anggaran', 'oleh', 'anggota', 'dan', 'pimpinan', 'DPR', '.']","['O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
"['Untuk', 'itu', ',', 'dalam', 'SPM', 'ini', ',', 'masyarakat', 'yang', 'sama', 'sekali', 'awam', 'tentang', 'pasar', 'modal', 'dapat', 'mengenal', 'lebih', 'jauh', 'tentang', 'saham', ',', 'obligasi', 'dan', 'reksadana', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Demokrat', 'memang', 'bukan', 'partai', 'yang', 'pertama', ',', 'tapi', 'yang', 'terakhir', ',', '""', 'kata', 'Ruhut', 'ketika', 'dihubungi', 'Tempo', ',', 'Senin', ',', '23', 'Juni', '2014', '.']","['O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PERSON', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Kini', 'saatnya', 'seluruh', 'anak', 'bangsa', 'kembali', 'hidup', 'rukun', 'dan', 'bahu', 'membahu', ',', '""', 'kata', 'Slamet', 'Effendy', 'Yusuf', 'melalui', 'surat', 'elektronik', 'dari', 'Arab', 'Saudi', 'yang', 'diterima', 'di', 'Jakarta', ',', 'Sabtu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-TIME', 'O']"
"['Seorang', 'pria', 'Jerman', 'berusia', '27', 'tahun', 'yang', 'diculik', 'di', 'Suriah', 'oleh', 'militan', 'Negara', 'Islam', '(', 'NI', ')', 'sekitar', 'setahun', 'lalu', ',', 'telah', 'dibebaskan', ',', 'demikian', 'laporan', 'surat', 'kabar', 'Welt', 'am', 'Sonntag', ',', 'Minggu', '(', '24/8', ')', '.']","['O', 'O', 'B-LOCATION', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Akbar', 'mengatakan', 'kebutuhan', 'investasi', 'infrastruktur', 'itu', 'dapat', 'disediakan', '25', 'persen', 'dari', 'Anggaran', 'Pendapatan', 'Belanja', 'Nasional', '(', 'APBN', ')', 'atau', 'sebesar', 'Rp1.638', 'triliun', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O']"
"['Namun', ',', 'Jafar', 'mengakui', 'ada', 'surat', 'izin', 'yang', 'diajukan', 'Nazaruddin', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
